,area_type,location,total_sqft,bathroom,balcony,price,BHK
6712,Super built-up  Area,9th Phase JP Nagar,1480.0,2.0,1,80.0,2.0
6713,Built-up  Area,Kodichikkanahalli,2408.5,2.0,0,125.0,5.0
6714,Built-up  Area,Kaval Byrasandra,900.0,1.0,1,38.0,1.0
6716,Built-up  Area,Other,900.0,1.0,2,60.0,1.0
6717,Super built-up  Area,Other,900.0,2.0,0,38.0,1.0
6718,Super built-up  Area,CV Raman Nagar,1590.0,2.0,3,85.0,3.0
6720,Built-up  Area,Nagavara,936.0,2.0,0,40.2,2.0
6721,Super built-up  Area,Banashankari,1181.0,2.0,1,75.0,2.0
6722,Super built-up  Area,Kengeri,1741.0,3.0,2,80.0,3.0
6723,Super built-up  Area,JP Nagar,1750.0,3.0,1,123.0,3.0
6725,Super built-up  Area,Tumkur Road,1027.0,2.0,1,60.0,2.0
6727,Built-up  Area,Other,2408.5,2.0,0,220.0,4.0
6730,Super built-up  Area,Sahakara Nagar,1000.0,2.0,1,60.0,2.0
6731,Super built-up  Area,Varthur,1120.0,2.0,2,44.24,2.0
6732,Plot  Area,Other,1200.0,2.0,0,85.0,2.0
6734,Super built-up  Area,Kasturi Nagar,1570.0,3.0,2,110.0,3.0
6735,Super built-up  Area,Koramangala,1500.0,3.0,1,135.0,3.0
6736,Built-up  Area,Frazer Town,1315.0,2.0,2,140.0,2.0
6737,Super built-up  Area,Electronic City Phase II,1140.0,2.0,1,38.0,2.0
6738,Super built-up  Area,Banashankari,1105.0,2.0,2,90.0,2.0
6740,Super built-up  Area,Whitefield,905.0,1.0,1,62.0,1.0
6741,Plot  Area,HSR Layout,2400.0,4.0,0,220.0,4.0
6742,Super built-up  Area,Kudlu Gate,1185.0,2.0,1,50.0,2.0
6743,Super built-up  Area,Koramangala,1083.0,2.0,1,100.0,2.0
6744,Super built-up  Area,Rayasandra,1458.0,3.0,2,60.0,3.0
6745,Super built-up  Area,Hormavu,1555.0,3.0,2,75.0,3.0
6748,Super built-up  Area,Kudlu,1024.0,2.0,2,44.0,2.0
6749,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2,47.0,2.0
6750,Super built-up  Area,Kanakapura,1450.0,3.0,1,75.0,3.0
6751,Super built-up  Area,Seegehalli,1639.0,3.0,3,120.0,3.0
6752,Super built-up  Area,Whitefield,1870.0,3.0,2,138.0,3.0
6753,Super built-up  Area,Hennur Road,1232.0,2.0,1,87.0,2.0
6754,Super built-up  Area,Kasavanhalli,1719.0,3.0,1,184.0,3.0
6756,Super built-up  Area,Other,2000.0,4.0,1,130.0,3.0
6757,Super built-up  Area,Jakkur,1230.0,2.0,1,79.0,2.0
6758,Plot  Area,Other,1350.0,4.0,2,140.0,4.0
6759,Super built-up  Area,KR Puram,1076.0,2.0,2,67.0,2.0
6760,Built-up  Area,Kumaraswami Layout,2400.0,2.0,1,125.0,7.0
6762,Super built-up  Area,Other,2120.0,3.0,2,177.0,3.0
6763,Plot  Area,Other,2400.0,2.0,1,220.0,6.0
6766,Super built-up  Area,Horamavu Agara,1107.83,2.0,1,41.51,2.0
6767,Built-up  Area,Other,900.0,1.0,0,85.0,1.0
6768,Super built-up  Area,Sarjapur  Road,1320.0,2.0,2,115.0,2.0
6769,Super built-up  Area,8th Phase JP Nagar,1431.5,3.0,0,72.02,3.0
6770,Super built-up  Area,Whitefield,1320.0,2.0,1,99.26,2.0
6771,Super built-up  Area,Whitefield,2408.5,4.0,2,190.0,3.0
6775,Super built-up  Area,Bannerghatta Road,1750.0,3.0,1,130.0,3.0
6776,Plot  Area,Whitefield,2403.0,4.0,2,220.0,4.0
6779,Super built-up  Area,Other,1175.0,2.0,2,79.0,2.0
6780,Super built-up  Area,Talaghattapura,921.0,2.0,1,38.0,2.0
6781,Built-up  Area,Malleshwaram,2408.5,4.0,2,220.0,4.0
6782,Super built-up  Area,Other,1713.0,3.0,3,125.0,3.0
6784,Built-up  Area,8th Phase JP Nagar,1900.0,4.0,1,90.0,3.0
6786,Super built-up  Area,Binny Pete,1795.0,3.0,2,139.0,3.0
6787,Built-up  Area,Kereguddadahalli,900.0,1.0,1,38.0,1.0
6788,Built-up  Area,Hoodi,1240.0,2.0,3,65.0,2.0
6789,Super built-up  Area,Hegde Nagar,1965.0,4.0,2,132.0,3.0
6790,Plot  Area,Other,900.0,4.0,0,99.0,3.0
6791,Plot  Area,Sarjapur,2408.5,4.0,1,220.0,4.0
6793,Super built-up  Area,Other,1112.0,2.0,3,68.0,2.0
6795,Super built-up  Area,Mahadevpura,1136.0,2.0,3,64.5,2.0
6796,Super built-up  Area,Jigani,914.0,2.0,2,55.0,2.0
6798,Super built-up  Area,Rachenahalli,1050.0,2.0,2,47.25,2.0
6801,Built-up  Area,Yelahanka,900.0,2.0,2,43.0,2.0
6802,Super built-up  Area,Whitefield,1485.0,2.0,1,96.51,2.0
6806,Built-up  Area,Singasandra,1375.0,2.0,3,58.0,2.0
6807,Super built-up  Area,Uttarahalli,1125.0,2.0,1,48.0,2.0
6808,Super built-up  Area,Banashankari,900.0,1.0,1,60.0,1.0
6809,Super built-up  Area,7th Phase JP Nagar,1460.0,2.0,2,100.0,3.0
6811,Built-up  Area,Other,1158.0,2.0,3,75.0,2.0
6812,Super built-up  Area,Yelachenahalli,900.0,1.0,1,38.0,2.0
6813,Plot  Area,Sector 2 HSR Layout,900.0,2.0,1,90.0,3.0
6814,Super built-up  Area,Bhoganhalli,1760.0,3.0,2,128.0,3.0
6816,Plot  Area,Other,900.0,3.0,2,145.0,2.0
6820,Super built-up  Area,Frazer Town,1706.0,3.0,3,154.0,3.0
6821,Super built-up  Area,BTM Layout,1600.0,3.0,2,112.0,3.0
6822,Super built-up  Area,Other,1200.0,2.0,0,90.0,2.0
6823,Super built-up  Area,Whitefield,1755.0,3.0,3,101.0,3.0
6824,Super built-up  Area,Hulimavu,1200.0,2.0,1,50.0,2.0
6828,Plot  Area,Other,1200.0,4.0,1,220.0,3.0
6830,Plot  Area,Other,900.0,3.0,3,60.0,3.0
6831,Plot  Area,Whitefield,2408.5,5.0,2,220.0,4.0
6832,Super built-up  Area,Mysore Road,1029.5,2.0,0,50.855,2.0
6833,Super built-up  Area,Raja Rajeshwari Nagar,1128.0,2.0,2,40.0,2.0
6834,Plot  Area,Other,2000.0,2.0,1,160.0,2.0
6835,Super built-up  Area,Panathur,1210.0,2.0,1,80.0,2.0
6837,Super built-up  Area,Raja Rajeshwari Nagar,1151.0,2.0,2,39.0,2.0
6838,Super built-up  Area,Rajaji Nagar,2408.5,2.0,3,220.0,5.0
6842,Plot  Area,HRBR Layout,1200.0,3.0,1,180.0,4.0
6844,Super built-up  Area,Munnekollal,1750.0,3.0,3,86.5,3.0
6845,Built-up  Area,Dasanapura,1163.0,2.0,1,65.0,2.0
6846,Super built-up  Area,7th Phase JP Nagar,1650.0,3.0,3,110.0,3.0
6848,Super built-up  Area,CV Raman Nagar,1100.0,2.0,1,58.0,2.0
6849,Built-up  Area,R.T. Nagar,1200.0,2.0,2,60.0,2.0
6851,Super built-up  Area,Begur Road,1933.0,3.0,2,98.0,3.0
6852,Super built-up  Area,Begur Road,1200.0,2.0,2,45.6,2.0
6854,Plot  Area,Other,2408.5,5.0,2,220.0,4.0
6855,Super built-up  Area,Horamavu Banaswadi,1156.0,2.0,2,46.9,2.0
6856,Plot  Area,Other,1230.0,2.0,0,75.0,2.0
6857,Super built-up  Area,Kasavanhalli,900.0,1.0,1,43.82,1.0
6858,Super built-up  Area,Ardendale,1777.26,3.0,2,105.0,3.0
6859,Super built-up  Area,Kanakpura Road,1339.0,2.0,2,85.0,2.0
6860,Built-up  Area,Sarjapur  Road,2408.5,3.0,2,183.0,3.0
6865,Super built-up  Area,Kothanur,1075.0,2.0,2,53.0,2.0
6866,Super built-up  Area,Sarjapur  Road,1163.0,2.0,2,62.0,3.0
6867,Built-up  Area,TC Palaya,1200.0,2.0,0,65.0,2.0
6868,Plot  Area,Other,1200.0,2.0,1,135.0,3.0
6869,Plot  Area,Marathahalli,2408.5,4.0,1,220.0,4.0
6870,Built-up  Area,Hebbal,1299.0,2.0,1,100.0,2.0
6872,Super built-up  Area,HRBR Layout,1170.0,2.0,2,75.0,2.0
6874,Super built-up  Area,Yelahanka,2408.5,4.0,3,175.0,4.0
6875,Super built-up  Area,KR Puram,1140.0,2.0,1,43.32,2.0
6876,Super built-up  Area,Kanakpura Road,1900.0,3.0,3,125.0,3.0
6877,Built-up  Area,Bommasandra Industrial Area,1090.0,2.0,1,38.0,2.0
6879,Super built-up  Area,Other,900.0,1.0,1,57.0,1.0
6880,Super built-up  Area,HBR Layout,1089.0,2.0,1,60.0,2.0
6882,Built-up  Area,Kereguddadahalli,1080.0,2.0,2,38.0,2.0
6883,Super built-up  Area,Thanisandra,1093.0,2.0,1,68.1,2.0
6884,Super built-up  Area,Banashankari Stage III,1480.0,3.0,1,75.48,3.0
6885,Super built-up  Area,Hegde Nagar,1703.0,3.0,2,125.0,3.0
6886,Super built-up  Area,Hebbal,1200.0,2.0,1,60.0,2.0
6887,Super built-up  Area,Marathahalli,1690.0,3.0,2,116.0,3.0
6888,Super built-up  Area,Yelahanka,1305.0,2.0,1,78.0,2.0
6893,Plot  Area,Anekal,1500.0,4.0,1,99.0,3.0
6895,Built-up  Area,Horamavu Agara,980.0,2.0,1,38.19,2.0
6896,Plot  Area,Hosakerehalli,1200.0,2.0,1,100.0,3.0
6897,Super built-up  Area,Whitefield,2225.0,3.0,1,149.0,3.0
6901,Super built-up  Area,Pai Layout,1175.0,2.0,2,60.0,2.0
6903,Built-up  Area,Yelahanka New Town,900.0,1.0,1,38.0,1.0
6904,Plot  Area,Other,900.0,3.0,2,65.0,3.0
6905,Super built-up  Area,Billekahalli,1350.0,3.0,2,55.0,2.0
6906,Plot  Area,Other,1200.0,2.0,1,76.0,2.0
6910,Super built-up  Area,Uttarahalli,1320.0,2.0,2,55.44,3.0
6911,Super built-up  Area,Bannerghatta Road,1275.0,2.0,1,73.0,2.0
6912,Super built-up  Area,Begur Road,1215.0,2.0,2,43.13,2.0
6913,Super built-up  Area,Kanakapura,1130.0,2.0,1,45.2,2.0
6914,Super built-up  Area,Begur Road,1444.0,2.0,2,71.5,3.0
6916,Super built-up  Area,Padmanabhanagar,1000.0,1.0,1,90.0,2.0
6917,Super built-up  Area,Banashankari Stage II,1240.0,2.0,2,59.52,3.0
6919,Super built-up  Area,Hennur,1231.0,2.0,2,50.0,2.0
6920,Super built-up  Area,Other,1300.0,2.0,1,120.0,2.0
6922,Super built-up  Area,Kogilu,1200.0,2.0,1,53.33,2.0
6923,Built-up  Area,Sarjapur  Road,2408.5,4.0,1,158.0,3.0
6925,Super built-up  Area,Jalahalli,900.0,2.0,1,49.5,2.0
6926,Super built-up  Area,Koramangala,1744.0,3.0,1,200.0,3.0
6927,Super built-up  Area,Other,1605.0,3.0,2,100.0,3.0
6928,Super built-up  Area,Whitefield,1250.0,2.0,2,82.0,2.0
6929,Super built-up  Area,Malleshwaram,2408.5,3.0,3,220.0,3.0
6930,Built-up  Area,Subramanyapura,1260.0,2.0,2,76.0,3.0
6931,Super built-up  Area,Rajaji Nagar,1615.0,3.0,1,175.0,3.0
6934,Super built-up  Area,Electronic City,1025.0,2.0,1,53.9,2.0
6935,Super built-up  Area,Sarjapur  Road,1877.0,4.0,2,150.0,3.0
6936,Built-up  Area,Lakshminarayana Pura,1649.0,3.0,2,150.0,3.0
6937,Plot  Area,Other,2408.5,2.0,1,220.0,3.0
6938,Built-up  Area,Hennur,2408.5,5.0,2,125.0,5.0
6939,Built-up  Area,Other,1542.0,3.0,2,98.0,3.0
6940,Super built-up  Area,Thigalarapalya,1418.0,2.0,2,105.0,2.0
6942,Plot  Area,Chandapura,1200.0,2.0,1,65.0,2.0
6944,Super built-up  Area,Green Glen Layout,1680.0,4.0,3,95.0,3.0
6945,Super built-up  Area,Old Madras Road,1171.0,2.0,2,72.0,2.0
6946,Super built-up  Area,Tumkur Road,1027.0,2.0,1,68.62,2.0
6948,Super built-up  Area,Kanakapura,1090.0,2.0,2,38.15,2.0
6949,Super built-up  Area,Hennur Road,1232.0,2.0,1,74.0,2.0
6950,Super built-up  Area,Anekal,900.0,2.0,2,38.0,2.0
6952,Super built-up  Area,Kanakpura Road,900.0,1.0,1,38.0,1.0
6953,Super built-up  Area,Hosa Road,1534.4836,3.0,1,109.0,3.0
6955,Super built-up  Area,Choodasandra,1254.0,2.0,1,65.0,3.0
6957,Super built-up  Area,Kanakpura Road,1593.0,3.0,1,118.0,3.0
6959,Built-up  Area,Other,1100.0,3.0,1,110.0,3.0
6961,Super built-up  Area,Ardendale,1650.0,3.0,3,82.0,3.0
6963,Built-up  Area,Electronic City,940.0,2.0,1,54.0,2.0
6964,Super built-up  Area,Electronic City,900.0,1.0,1,38.0,1.0
6965,Super built-up  Area,Begur Road,1160.0,2.0,2,38.0,2.0
6966,Super built-up  Area,Electronic City,1500.0,2.0,1,77.5,3.0
6968,Built-up  Area,Other,1050.0,2.0,1,70.0,2.0
6970,Super built-up  Area,Haralur Road,1027.0,2.0,2,43.0,2.0
6972,Plot  Area,Seegehalli,2408.5,4.0,2,220.0,3.0
6973,Super built-up  Area,Tumkur Road,1459.0,2.0,1,95.0,3.0
6974,Super built-up  Area,Yelahanka,1711.0,3.0,3,85.61,3.0
6975,Super built-up  Area,Hoodi,1250.0,2.0,2,98.0,2.0
6976,Super built-up  Area,Chandapura,900.0,1.0,1,38.0,1.0
6977,Plot  Area,Anandapura,900.0,2.0,1,57.0,2.0
6978,Built-up  Area,Ramamurthy Nagar,1334.0,2.0,1,67.0,2.0
6982,Super built-up  Area,Rajaji Nagar,1776.0,3.0,1,190.0,3.0
6983,Super built-up  Area,Thigalarapalya,2072.0,4.0,2,160.0,3.0
6984,Plot  Area,Kundalahalli,1600.0,3.0,2,170.0,3.0
6986,Super built-up  Area,Kengeri Satellite Town,920.0,2.0,3,39.0,2.0
6988,Plot  Area,Other,1310.0,3.0,3,95.0,4.0
6989,Super built-up  Area,Electronic City,1631.0,3.0,2,80.0,3.0
6990,Super built-up  Area,Kanakpura Road,900.0,1.0,1,38.0,1.0
6993,Super built-up  Area,Hennur Road,1232.0,2.0,1,66.0,2.0
6995,Super built-up  Area,Gubbalala,1205.0,2.0,2,70.0,2.0
6996,Plot  Area,Other,1200.0,4.0,2,165.0,4.0
6998,Super built-up  Area,Rayasandra,1179.0,2.0,1,55.0,3.0
7000,Super built-up  Area,Uttarahalli,1160.0,2.0,2,40.6,2.0
7002,Super built-up  Area,7th Phase JP Nagar,1200.0,2.0,2,62.5,2.0
7005,Built-up  Area,Other,1100.0,2.0,1,145.0,3.0
7007,Plot  Area,Other,1200.0,3.0,2,99.0,3.0
7008,Super built-up  Area,Kudlu Gate,1400.0,1.0,1,220.0,1.0
7009,Super built-up  Area,Marathahalli,1065.0,2.0,2,55.0,2.0
7010,Built-up  Area,Lakshminarayana Pura,1395.0,2.0,0,75.0,2.0
7011,Built-up  Area,Hebbal Kempapura,1725.0,2.0,1,165.0,3.0
7015,Super built-up  Area,Hebbal,1645.0,3.0,2,117.0,3.0
7016,Plot  Area,Kengeri,1200.0,2.0,0,58.0,2.0
7017,Super built-up  Area,Mysore Road,940.0,2.0,1,43.61,2.0
7018,Built-up  Area,KR Puram,2408.5,2.0,2,175.0,6.0
7020,Built-up  Area,Indira Nagar,1740.0,3.0,2,191.0,3.0
7021,Super built-up  Area,Haralur Road,1194.0,2.0,2,47.0,2.0
7022,Super built-up  Area,Other,2408.5,3.0,2,220.0,3.0
7023,Super built-up  Area,Dodda Nekkundi,1829.0,3.0,2,125.0,3.0
7024,Plot  Area,Whitefield,1800.0,4.0,3,178.0,4.0
7026,Built-up  Area,Other,2408.5,3.0,0,220.0,3.0
7029,Super built-up  Area,Hebbal,1390.0,2.0,2,95.0,2.0
7030,Super built-up  Area,Lakshminarayana Pura,1500.0,3.0,2,104.0,3.0
7031,Super built-up  Area,Vijayanagar,2047.0,3.0,2,136.0,3.0
7032,Super built-up  Area,Jakkur,1202.0,2.0,1,79.0,2.0
7035,Plot  Area,Raja Rajeshwari Nagar,1350.0,4.0,3,220.0,4.0
7036,Super built-up  Area,Whitefield,900.0,1.0,1,40.0,1.0
7037,Super built-up  Area,Harlur,1331.0,2.0,1,88.0,2.0
7038,Plot  Area,Margondanahalli,1200.0,2.0,0,69.0,2.0
7039,Built-up  Area,Other,1150.0,2.0,0,220.0,2.0
7040,Plot  Area,Sahakara Nagar,1200.0,2.0,1,136.0,2.0
7041,Built-up  Area,Other,1800.0,2.0,0,220.0,2.0
7042,Plot  Area,Kammanahalli,900.0,2.0,1,50.0,3.0
7047,Super built-up  Area,TC Palaya,1500.0,2.0,0,75.0,2.0
7048,Built-up  Area,Attibele,900.0,1.0,1,38.0,1.0
7049,Built-up  Area,Other,1200.0,4.0,1,140.0,4.0
7050,Super built-up  Area,Hennur Road,1341.0,2.0,1,95.0,2.0
7052,Super built-up  Area,Tumkur Road,992.0,2.0,1,60.0,2.0
7053,Super built-up  Area,Uttarahalli,1163.0,2.0,2,68.0,2.0
7054,Super built-up  Area,Sarjapur  Road,1229.0,2.0,2,70.0,2.0
7055,Plot  Area,Other,900.0,2.0,2,39.0,2.0
7056,Super built-up  Area,Electronic City Phase II,1219.0,2.0,1,61.26,2.0
7057,Super built-up  Area,Raja Rajeshwari Nagar,1525.0,2.0,2,99.13,3.0
7058,Super built-up  Area,Kasavanhalli,1147.0,2.0,1,60.0,2.0
7059,Super built-up  Area,Akshaya Nagar,1412.0,2.0,3,88.0,3.0
7060,Plot  Area,Munnekollal,1200.0,2.0,3,215.0,3.0
7062,Super built-up  Area,Nagarbhavi,1190.0,2.0,2,63.0,2.0
7067,Super built-up  Area,Other,1700.0,3.0,2,111.0,3.0
7069,Super built-up  Area,Ramamurthy Nagar,1200.0,2.0,1,46.0,2.0
7070,Super built-up  Area,Kengeri,900.0,2.0,1,38.0,1.0
7071,Built-up  Area,Sarjapur  Road,1342.0,2.0,1,70.0,2.0
7075,Built-up  Area,Yeshwanthpur,900.0,1.0,0,55.0,1.0
7079,Plot  Area,Hennur Road,2408.5,3.0,2,150.0,3.0
7080,Built-up  Area,Other,1780.0,3.0,0,110.0,3.0
7082,Super built-up  Area,Ulsoor,2408.5,5.0,2,220.0,4.0
7083,Plot  Area,Other,900.0,2.0,1,65.0,3.0
7084,Super built-up  Area,Kammanahalli,1200.0,2.0,2,80.0,2.0
7085,Plot  Area,Margondanahalli,900.0,2.0,0,49.0,2.0
7086,Built-up  Area,Sarjapur,1830.0,3.0,1,88.0,3.0
7088,Built-up  Area,Other,900.0,1.0,3,220.0,1.0
7090,Built-up  Area,Chandapura,900.0,2.0,0,38.0,3.0
7092,Super built-up  Area,Uttarahalli,1065.0,2.0,1,42.59,2.0
7093,Plot  Area,Other,1350.0,2.0,2,185.0,3.0
7094,Plot  Area,Other,1080.0,3.0,2,149.0,3.0
7095,Built-up  Area,Other,900.0,2.0,0,65.0,3.0
7097,Super built-up  Area,Other,1500.0,1.0,0,60.0,1.0
7098,Super built-up  Area,Sarjapur  Road,1711.0,3.0,1,110.0,3.0
7099,Plot  Area,Other,1200.0,3.0,2,160.0,4.0
7102,Super built-up  Area,Uttarahalli,1075.0,2.0,1,46.76,2.0
7103,Super built-up  Area,Harlur,1752.12,3.0,2,133.0,3.0
7105,Super built-up  Area,Other,1540.0,3.0,3,85.0,3.0
7107,Super built-up  Area,Other,900.0,1.0,2,38.0,1.0
7108,Super built-up  Area,Sector 2 HSR Layout,1665.0,3.0,1,110.0,3.0
7111,Plot  Area,Other,1200.0,3.0,1,190.0,3.0
7112,Built-up  Area,Marathahalli,1693.0,3.0,2,125.0,3.0
7113,Super built-up  Area,Other,2408.5,3.0,3,220.0,3.0
7114,Super built-up  Area,Rajaji Nagar,2408.5,3.0,2,220.0,3.0
7115,Super built-up  Area,Uttarahalli,1155.0,2.0,1,40.6,2.0
7118,Plot  Area,Other,1530.0,2.0,1,185.0,2.0
7121,Plot  Area,Brookefield,2408.5,2.0,1,220.0,3.0
7122,Plot  Area,Other,900.0,1.0,1,150.0,1.0
7124,Super built-up  Area,KR Puram,1200.0,2.0,1,42.0,2.0
7126,Super built-up  Area,Kasavanhalli,1375.0,2.0,2,72.0,2.0
7127,Plot  Area,BTM 2nd Stage,2408.5,5.0,3,220.0,5.0
7129,Built-up  Area,Yelahanka,1315.0,2.0,3,75.0,2.0
7132,Super built-up  Area,Vijayanagar,1178.0,2.0,3,82.0,2.0
7135,Super built-up  Area,Thanisandra,1093.0,2.0,2,72.0,2.0
7136,Super built-up  Area,Horamavu Banaswadi,1200.0,2.0,1,45.0,2.0
7137,Plot  Area,Magadi Road,2408.5,2.0,1,220.0,5.0
7138,Built-up  Area,Other,1200.0,2.0,0,130.0,3.0
7139,Built-up  Area,Whitefield,2210.0,3.0,2,156.0,3.0
7140,Super built-up  Area,Uttarahalli,1150.0,2.0,2,70.0,2.0
7143,Super built-up  Area,Whitefield,1173.0,2.0,1,78.2,2.0
7145,Super built-up  Area,Other,1717.0,3.0,3,120.0,3.0
7146,Super built-up  Area,Mallasandra,1325.0,2.0,1,65.0,2.0
7148,Super built-up  Area,Electronics City Phase 1,1025.0,2.0,1,90.0,2.0
7150,Super built-up  Area,Bellandur,1200.0,2.0,1,52.0,2.0
7152,Super built-up  Area,Whitefield,1740.0,4.0,3,130.0,3.0
7153,Super built-up  Area,Hennur Road,1232.0,2.0,1,88.0,2.0
7155,Super built-up  Area,Whitefield,2408.5,4.0,3,220.0,4.0
7157,Built-up  Area,Other,1475.0,2.0,2,171.0,2.0
7159,Super built-up  Area,5th Phase JP Nagar,900.0,1.0,1,38.0,1.0
7161,Plot  Area,Hennur,1000.0,3.0,1,130.0,3.0
7163,Built-up  Area,Other,900.0,1.0,0,38.0,1.0
7164,Super built-up  Area,Padmanabhanagar,1067.0,2.0,2,52.0,2.0
7165,Super built-up  Area,Sarjapur,1364.0,2.0,2,56.0,3.0
7167,Super built-up  Area,Bannerghatta Road,1240.0,2.0,1,71.0,2.0
7168,Plot  Area,Hulimavu,1200.0,2.0,0,75.0,2.0
7169,Super built-up  Area,Kaggadasapura,1540.0,3.0,1,75.0,3.0
7170,Super built-up  Area,Other,1504.0,2.0,2,102.0,3.0
7172,Super built-up  Area,Hennur Road,2365.0,4.0,2,175.0,3.0
7173,Built-up  Area,Sarjapura - Attibele Road,1308.0,2.0,2,38.0,2.0
7174,Built-up  Area,Vijayanagar,900.0,2.0,0,45.0,2.0
7177,Super built-up  Area,Hebbal,1333.0,2.0,1,100.0,2.0
7178,Super built-up  Area,Other,1800.0,4.0,1,145.0,4.0
7179,Plot  Area,Devanahalli,2408.5,4.0,1,220.0,4.0
7180,Super built-up  Area,Thanisandra,1698.0,3.0,2,107.0,3.0
7182,Super built-up  Area,Raja Rajeshwari Nagar,1060.0,2.0,1,48.0,2.0
7183,Super built-up  Area,Hennur,1160.0,2.0,1,49.0,2.0
7185,Plot  Area,Hosa Road,900.0,3.0,1,70.0,3.0
7187,Super built-up  Area,Hennur Road,1310.0,2.0,1,66.0,2.0
7188,Plot  Area,Vijayanagar,1806.0,2.0,1,220.0,6.0
7189,Super built-up  Area,Other,2408.5,4.0,1,220.0,4.0
7190,Super built-up  Area,Varthur,2145.0,3.0,2,165.0,3.0
7191,Super built-up  Area,Marathahalli,1693.0,3.0,1,125.0,3.0
7193,Plot  Area,Devanahalli,1200.0,3.0,1,145.0,3.0
7196,Super built-up  Area,Munnekollal,1385.0,2.0,2,66.5,3.0
7197,Super built-up  Area,Tumkur Road,1066.0,2.0,2,52.5,2.0
7199,Plot  Area,Other,900.0,3.0,1,81.0,3.0
7200,Carpet  Area,Other,1625.0,3.0,3,92.0,3.0
7201,Super built-up  Area,Vittasandra,1246.0,2.0,1,67.4,2.0
7202,Plot  Area,Vijayanagar,2100.0,2.0,1,220.0,4.0
7203,Super built-up  Area,Other,2400.0,4.0,3,220.0,4.0
7204,Plot  Area,Raja Rajeshwari Nagar,2408.5,2.0,1,195.0,6.0
7205,Super built-up  Area,7th Phase JP Nagar,1000.0,2.0,1,70.65,2.0
7208,Super built-up  Area,Varthur,1395.0,2.0,3,79.0,3.0
7210,Plot  Area,Banaswadi,1903.0,2.0,2,140.0,5.0
7213,Super built-up  Area,Other,1490.0,2.0,1,92.0,3.0
7216,Super built-up  Area,Hormavu,1143.0,2.0,1,53.0,2.0
7217,Plot  Area,Other,2408.5,3.0,2,190.0,3.0
7218,Super built-up  Area,Whitefield,1216.0,2.0,1,75.0,2.0
7220,Super built-up  Area,Other,1352.0,3.0,1,93.0,2.0
7222,Built-up  Area,Bellandur,1785.0,3.0,2,120.0,3.0
7223,Super built-up  Area,Pai Layout,900.0,2.0,2,38.0,2.0
7227,Super built-up  Area,Babusapalaya,1410.0,2.0,3,65.0,3.0
7229,Super built-up  Area,Kanakpura Road,1591.0,3.0,1,122.0,3.0
7231,Built-up  Area,Yelahanka New Town,900.0,1.0,0,38.0,1.0
7234,Built-up  Area,Kaggadasapura,1240.0,2.0,3,45.0,2.0
7236,Super built-up  Area,Dodda Nekkundi,1100.0,2.0,1,41.16,2.0
7237,Super built-up  Area,Koramangala,1180.0,2.0,1,128.0,2.0
7239,Super built-up  Area,Bisuvanahalli,900.0,2.0,1,38.0,2.0
7240,Super built-up  Area,Other,1567.2,2.0,0,190.0,3.0
7242,Plot  Area,Yelahanka,2408.5,1.0,0,150.0,1.0
7244,Built-up  Area,8th Phase JP Nagar,1200.0,4.0,1,140.0,4.0
7245,Super built-up  Area,Kambipura,900.0,2.0,1,38.0,2.0
7246,Super built-up  Area,Rachenahalli,1050.0,2.0,2,55.5,2.0
7247,Super built-up  Area,Yelahanka,1390.0,2.0,2,70.21,2.0
7248,Built-up  Area,Hulimavu,1188.0,2.0,3,46.0,2.0
7249,Super built-up  Area,Kenchenahalli,1280.0,2.0,2,69.0,3.0
7251,Super built-up  Area,Yelahanka,1614.0,3.0,2,95.0,3.0
7252,Super built-up  Area,Kasturi Nagar,1000.0,2.0,0,58.0,2.0
7253,Super built-up  Area,Marathahalli,1196.0,2.0,2,57.9,2.0
7255,Super built-up  Area,Ambalipura,950.0,2.0,1,38.0,2.0
7256,Super built-up  Area,Other,2400.0,2.0,1,220.0,3.0
7258,Super built-up  Area,5th Phase JP Nagar,1200.0,2.0,2,51.0,2.0
7260,Super built-up  Area,Doddathoguru,900.0,2.0,1,38.0,2.0
7261,Super built-up  Area,Chandapura,900.0,1.0,1,38.0,1.0
7262,Super built-up  Area,Chandapura,922.0,2.0,1,38.0,2.0
7265,Super built-up  Area,7th Phase JP Nagar,1070.0,2.0,2,42.0,2.0
7271,Built-up  Area,Other,900.0,2.0,2,65.5,2.0
7272,Plot  Area,Yelahanka,1075.0,1.0,0,38.0,1.0
7273,Super built-up  Area,Sarjapur  Road,1050.0,2.0,1,63.5,2.0
7275,Super built-up  Area,Sarjapur  Road,1350.0,2.0,2,102.0,2.0
7276,Built-up  Area,Hebbal,1204.0,2.0,2,45.0,2.0
7277,Super built-up  Area,Sarjapur  Road,2408.5,4.0,1,220.0,4.0
7280,Super built-up  Area,Sarjapur  Road,1457.0,3.0,3,85.0,3.0
7281,Super built-up  Area,Haralur Road,1194.0,2.0,2,47.0,2.0
7282,Super built-up  Area,Bannerghatta,1100.0,2.0,1,66.0,2.0
7283,Super built-up  Area,Whitefield,1655.0,3.0,3,120.0,3.0
7284,Super built-up  Area,Kanakpura Road,1691.2,3.0,1,115.0,3.0
7285,Super built-up  Area,Ramagondanahalli,1215.0,2.0,1,46.1,2.0
7287,Super built-up  Area,Hoodi,1639.0,3.0,2,129.0,3.0
